,Location1,Location,WindGustDir1,WindGustDir,WindDir9am1,WindDir9am,WindDir3pm1,WindDir3pm
111921,46,Witchcliffe,7,NW,5,NNE,14,WNW
111922,46,Witchcliffe,15,WSW,14,WNW,13,W
111925,46,Witchcliffe,9,SE,9,SE,14,WNW
111928,46,Witchcliffe,6,NNW,7,NW,14,WNW
111929,46,Witchcliffe,11,SSW,7,NW,12,SW
111932,46,Witchcliffe,6,NNW,13,W,14,WNW
111933,46,Witchcliffe,11,SSW,8,S,11,SSW
111934,46,Witchcliffe,10,SSE,10,SSE,9,SE
111935,46,Witchcliffe,15,WSW,11,SSW,12,SW
111936,46,Witchcliffe,14,WNW,9,SE,13,W
111937,46,Witchcliffe,13,W,2,ESE,14,WNW
111939,46,Witchcliffe,13,W,15,WSW,12,SW
111940,46,Witchcliffe,10,SSE,8,S,11,SSW
111942,46,Witchcliffe,6,NNW,0,E,15,WSW
111943,46,Witchcliffe,8,S,11,SSW,8,S
111944,46,Witchcliffe,13,W,11,SSW,13,W
111947,46,Witchcliffe,11,SSW,10,SSE,10,SSE
111948,46,Witchcliffe,9,SE,2,ESE,9,SE
111955,46,Witchcliffe,15,WSW,2,ESE,10,SSE
111956,46,Witchcliffe,3,N,4,NE,14,WNW
111957,46,Witchcliffe,10,SSE,6,NNW,11,SSW
111958,46,Witchcliffe,12,SW,9,SE,12,SW
111965,46,Witchcliffe,9,SE,10,SSE,9,SE
111968,46,Witchcliffe,11,SSW,0,E,8,S
111972,46,Witchcliffe,9,SE,0,E,8,S
111973,46,Witchcliffe,15,WSW,6,NNW,9,SE
111974,46,Witchcliffe,8,S,11,SSW,10,SSE
111975,46,Witchcliffe,2,ESE,0,E,8,S
111984,46,Witchcliffe,12,SW,3,N,15,WSW
111985,46,Witchcliffe,11,SSW,12,SW,11,SSW
111986,46,Witchcliffe,12,SW,13,W,12,SW
111992,46,Witchcliffe,4,NE,4,NE,15,WSW
111996,46,Witchcliffe,9,SE,8,S,9,SE
112002,46,Witchcliffe,8,S,9,SE,9,SE
112007,46,Witchcliffe,8,S,10,SSE,12,SW
112009,46,Witchcliffe,16,,10,SSE,10,SSE
112010,46,Witchcliffe,13,W,0,E,10,SSE
112011,46,Witchcliffe,3,N,5,NNE,13,W
112014,46,Witchcliffe,9,SE,2,ESE,12,SW
112020,46,Witchcliffe,15,WSW,1,ENE,13,W
112024,46,Witchcliffe,10,SSE,9,SE,14,WNW
112030,46,Witchcliffe,8,S,1,ENE,8,S
112033,46,Witchcliffe,0,E,0,E,1,ENE
112034,46,Witchcliffe,1,ENE,1,ENE,13,W
112035,46,Witchcliffe,3,N,4,NE,5,NNE
112043,46,Witchcliffe,8,S,0,E,10,SSE
112045,46,Witchcliffe,3,N,4,NE,1,ENE
112051,46,Witchcliffe,13,W,1,ENE,13,W
112055,46,Witchcliffe,0,E,9,SE,0,E
112057,46,Witchcliffe,5,NNE,3,N,6,NNW
112058,46,Witchcliffe,11,SSW,14,WNW,12,SW
112060,46,Witchcliffe,2,ESE,2,ESE,9,SE
112063,46,Witchcliffe,12,SW,1,ENE,15,WSW
112066,46,Witchcliffe,0,E,9,SE,2,ESE
112070,46,Witchcliffe,13,W,14,WNW,13,W
112071,46,Witchcliffe,4,NE,5,NNE,13,W
112073,46,Witchcliffe,12,SW,10,SSE,12,SW
112074,46,Witchcliffe,8,S,16,,10,SSE
112075,46,Witchcliffe,10,SSE,4,NE,10,SSE
112077,46,Witchcliffe,13,W,7,NW,7,NW
112081,46,Witchcliffe,12,SW,8,S,12,SW
112082,46,Witchcliffe,0,E,0,E,9,SE
112083,46,Witchcliffe,12,SW,0,E,12,SW
112085,46,Witchcliffe,12,SW,16,,15,WSW
112089,46,Witchcliffe,2,ESE,5,NNE,0,E
112090,46,Witchcliffe,12,SW,3,N,13,W
112092,46,Witchcliffe,14,WNW,2,ESE,15,WSW
112094,46,Witchcliffe,11,SSW,16,,12,SW
112095,46,Witchcliffe,13,W,7,NW,13,W
112097,46,Witchcliffe,15,WSW,5,NNE,14,WNW
112102,46,Witchcliffe,8,S,16,,8,S
112106,46,Witchcliffe,5,NNE,1,ENE,2,ESE
112107,46,Witchcliffe,11,SSW,3,N,7,NW
112111,46,Witchcliffe,13,W,3,N,6,NNW
112112,46,Witchcliffe,3,N,6,NNW,16,
112113,46,Witchcliffe,10,SSE,16,,10,SSE
112115,46,Witchcliffe,5,NNE,9,SE,6,NNW
112117,46,Witchcliffe,11,SSW,4,NE,14,WNW
112118,46,Witchcliffe,10,SSE,11,SSW,11,SSW
112119,46,Witchcliffe,2,ESE,8,S,9,SE
112120,46,Witchcliffe,3,N,3,N,5,NNE
112121,46,Witchcliffe,6,NNW,3,N,14,WNW
112122,46,Witchcliffe,11,SSW,12,SW,12,SW
112123,46,Witchcliffe,7,NW,16,,7,NW
112124,46,Witchcliffe,3,N,5,NNE,3,N
112125,46,Witchcliffe,3,N,3,N,14,WNW
112132,46,Witchcliffe,3,N,16,,6,NNW
112133,46,Witchcliffe,9,SE,3,N,10,SSE
112135,46,Witchcliffe,1,ENE,0,E,9,SE
112136,46,Witchcliffe,3,N,16,,4,NE
112137,46,Witchcliffe,5,NNE,16,,3,N
112140,46,Witchcliffe,6,NNW,12,SW,11,SSW
112141,46,Witchcliffe,15,WSW,16,,16,
112143,46,Witchcliffe,13,W,14,WNW,12,SW
112144,46,Witchcliffe,14,WNW,7,NW,13,W
112146,46,Witchcliffe,3,N,3,N,8,S
112148,46,Witchcliffe,6,NNW,6,NNW,6,NNW
112149,46,Witchcliffe,13,W,11,SSW,11,SSW
112150,46,Witchcliffe,8,S,12,SW,2,ESE
112152,46,Witchcliffe,12,SW,3,N,5,NNE
112154,46,Witchcliffe,2,ESE,16,,10,SSE
112155,46,Witchcliffe,10,SSE,12,SW,10,SSE
112156,46,Witchcliffe,0,E,1,ENE,3,N
112159,46,Witchcliffe,8,S,16,,11,SSW
112160,46,Witchcliffe,0,E,16,,10,SSE
112165,46,Witchcliffe,12,SW,8,S,11,SSW
112166,46,Witchcliffe,14,WNW,12,SW,14,WNW
112168,46,Witchcliffe,13,W,12,SW,12,SW
112169,46,Witchcliffe,11,SSW,15,WSW,12,SW
112171,46,Witchcliffe,3,N,3,N,7,NW
112174,46,Witchcliffe,15,WSW,13,W,11,SSW
112176,46,Witchcliffe,4,NE,16,,9,SE
112179,46,Witchcliffe,1,ENE,3,N,0,E
112181,46,Witchcliffe,7,NW,5,NNE,7,NW
112182,46,Witchcliffe,6,NNW,6,NNW,13,W
112184,46,Witchcliffe,7,NW,12,SW,14,WNW
112185,46,Witchcliffe,12,SW,11,SSW,8,S
112187,46,Witchcliffe,12,SW,16,,14,WNW
112188,46,Witchcliffe,5,NNE,3,N,3,N
112190,46,Witchcliffe,9,SE,16,,9,SE
112192,46,Witchcliffe,8,S,14,WNW,11,SSW
112193,46,Witchcliffe,12,SW,16,,10,SSE
112194,46,Witchcliffe,12,SW,6,NNW,12,SW
112196,46,Witchcliffe,5,NNE,0,E,3,N
112201,46,Witchcliffe,15,WSW,10,SSE,15,WSW
112202,46,Witchcliffe,15,WSW,10,SSE,13,W
112210,46,Witchcliffe,8,S,14,WNW,8,S
112211,46,Witchcliffe,10,SSE,0,E,8,S
112214,46,Witchcliffe,3,N,1,ENE,16,
112215,46,Witchcliffe,15,WSW,3,N,14,WNW
112222,46,Witchcliffe,11,SSW,8,S,12,SW
112223,46,Witchcliffe,14,WNW,3,N,10,SSE
112224,46,Witchcliffe,14,WNW,3,N,6,NNW
112225,46,Witchcliffe,15,WSW,6,NNW,13,W
112227,46,Witchcliffe,12,SW,8,S,10,SSE
112229,46,Witchcliffe,12,SW,7,NW,13,W
112231,46,Witchcliffe,8,S,5,NNE,11,SSW
112233,46,Witchcliffe,16,,4,NE,9,SE
112234,46,Witchcliffe,16,,16,,2,ESE
112235,46,Witchcliffe,2,ESE,2,ESE,0,E
112236,46,Witchcliffe,9,SE,1,ENE,2,ESE
112237,46,Witchcliffe,10,SSE,1,ENE,1,ENE
112238,46,Witchcliffe,5,NNE,5,NNE,15,WSW
112241,46,Witchcliffe,3,N,3,N,6,NNW
112242,46,Witchcliffe,15,WSW,14,WNW,11,SSW
112243,46,Witchcliffe,15,WSW,5,NNE,13,W
112244,46,Witchcliffe,8,S,15,WSW,11,SSW
112246,46,Witchcliffe,1,ENE,4,NE,6,NNW
112253,46,Witchcliffe,12,SW,15,WSW,11,SSW
112255,46,Witchcliffe,16,,4,NE,13,W
112261,46,Witchcliffe,10,SSE,12,SW,11,SSW
112263,46,Witchcliffe,2,ESE,0,E,0,E
112264,46,Witchcliffe,12,SW,1,ENE,11,SSW
112265,46,Witchcliffe,14,WNW,2,ESE,13,W
112266,46,Witchcliffe,13,W,5,NNE,13,W
112267,46,Witchcliffe,7,NW,6,NNW,13,W
112268,46,Witchcliffe,6,NNW,14,WNW,7,NW
112269,46,Witchcliffe,10,SSE,10,SSE,11,SSW
112272,46,Witchcliffe,12,SW,10,SSE,11,SSW
112275,46,Witchcliffe,14,WNW,12,SW,13,W
112276,46,Witchcliffe,15,WSW,12,SW,11,SSW
112279,46,Witchcliffe,10,SSE,1,ENE,12,SW
112280,46,Witchcliffe,3,N,5,NNE,15,WSW
112283,46,Witchcliffe,15,WSW,13,W,13,W
112286,46,Witchcliffe,11,SSW,11,SSW,15,WSW
112304,46,Witchcliffe,10,SSE,1,ENE,8,S
112307,46,Witchcliffe,8,S,1,ENE,9,SE
112329,46,Witchcliffe,0,E,2,ESE,2,ESE
112331,46,Witchcliffe,1,ENE,2,ESE,3,N
112332,46,Witchcliffe,12,SW,0,E,15,WSW
112343,46,Witchcliffe,8,S,0,E,9,SE
112345,46,Witchcliffe,14,WNW,6,NNW,7,NW
112351,46,Witchcliffe,8,S,0,E,12,SW
112352,46,Witchcliffe,13,W,4,NE,15,WSW
112353,46,Witchcliffe,11,SSW,13,W,12,SW
112355,46,Witchcliffe,10,SSE,11,SSW,10,SSE
112359,46,Witchcliffe,8,S,2,ESE,11,SSW
112361,46,Witchcliffe,9,SE,0,E,15,WSW
112362,46,Witchcliffe,10,SSE,10,SSE,12,SW
112364,46,Witchcliffe,8,S,9,SE,11,SSW
112366,46,Witchcliffe,11,SSW,12,SW,10,SSE
112377,46,Witchcliffe,0,E,0,E,0,E
112378,46,Witchcliffe,0,E,1,ENE,4,NE
112382,46,Witchcliffe,0,E,2,ESE,9,SE
112384,46,Witchcliffe,1,ENE,0,E,5,NNE
112385,46,Witchcliffe,8,S,4,NE,12,SW
112389,46,Witchcliffe,12,SW,1,ENE,13,W
112392,46,Witchcliffe,4,NE,0,E,12,SW
112393,46,Witchcliffe,8,S,4,NE,6,NNW
112396,46,Witchcliffe,14,WNW,1,ENE,15,WSW
112401,46,Witchcliffe,10,SSE,1,ENE,0,E
112402,46,Witchcliffe,5,NNE,4,NE,12,SW
112403,46,Witchcliffe,6,NNW,3,N,13,W
112407,46,Witchcliffe,11,SSW,1,ENE,11,SSW
112408,46,Witchcliffe,12,SW,4,NE,11,SSW
112413,46,Witchcliffe,9,SE,1,ENE,10,SSE
112415,46,Witchcliffe,8,S,1,ENE,0,E
112416,46,Witchcliffe,15,WSW,0,E,15,WSW
112418,46,Witchcliffe,11,SSW,10,SSE,8,S
112421,46,Witchcliffe,6,NNW,1,ENE,13,W
112424,46,Witchcliffe,13,W,1,ENE,15,WSW
112425,46,Witchcliffe,0,E,0,E,15,WSW
112433,46,Witchcliffe,8,S,0,E,14,WNW
112435,46,Witchcliffe,15,WSW,3,N,10,SSE
112437,46,Witchcliffe,0,E,1,ENE,1,ENE
112440,46,Witchcliffe,9,SE,0,E,9,SE
112444,46,Witchcliffe,1,ENE,2,ESE,0,E
112445,46,Witchcliffe,5,NNE,1,ENE,1,ENE
112448,46,Witchcliffe,2,ESE,16,,9,SE
112451,46,Witchcliffe,11,SSW,16,,8,S
112452,46,Witchcliffe,8,S,0,E,8,S
112454,46,Witchcliffe,1,ENE,1,ENE,4,NE
112455,46,Witchcliffe,1,ENE,9,SE,2,ESE
112457,46,Witchcliffe,3,N,9,SE,16,
112462,46,Witchcliffe,7,NW,7,NW,14,WNW
112464,46,Witchcliffe,12,SW,10,SSE,9,SE
112466,46,Witchcliffe,10,SSE,16,,13,W
112469,46,Witchcliffe,2,ESE,10,SSE,2,ESE
112475,46,Witchcliffe,5,NNE,7,NW,14,WNW
112485,46,Witchcliffe,7,NW,6,NNW,14,WNW
112486,46,Witchcliffe,15,WSW,13,W,7,NW
112487,46,Witchcliffe,7,NW,3,N,5,NNE
112488,46,Witchcliffe,6,NNW,3,N,3,N
112495,46,Witchcliffe,2,ESE,16,,11,SSW
112502,46,Witchcliffe,0,E,2,ESE,0,E
112503,46,Witchcliffe,1,ENE,4,NE,3,N
112505,46,Witchcliffe,16,,5,NNE,3,N
112506,46,Witchcliffe,13,W,13,W,12,SW
112507,46,Witchcliffe,11,SSW,3,N,12,SW
112509,46,Witchcliffe,4,NE,16,,1,ENE
112511,46,Witchcliffe,3,N,5,NNE,16,
112518,46,Witchcliffe,6,NNW,5,NNE,5,NNE
112526,46,Witchcliffe,12,SW,9,SE,8,S
112527,46,Witchcliffe,4,NE,4,NE,3,N
112529,46,Witchcliffe,6,NNW,16,,7,NW
112530,46,Witchcliffe,7,NW,14,WNW,15,WSW
112531,46,Witchcliffe,12,SW,8,S,9,SE
112534,46,Witchcliffe,4,NE,4,NE,6,NNW
112551,46,Witchcliffe,8,S,0,E,1,ENE
112558,46,Witchcliffe,8,S,11,SSW,11,SSW
112563,46,Witchcliffe,10,SSE,4,NE,13,W
112567,46,Witchcliffe,6,NNW,14,WNW,3,N
112570,46,Witchcliffe,7,NW,7,NW,6,NNW
112578,46,Witchcliffe,15,WSW,7,NW,14,WNW
112579,46,Witchcliffe,15,WSW,12,SW,15,WSW
112581,46,Witchcliffe,14,WNW,4,NE,13,W
112582,46,Witchcliffe,8,S,3,N,8,S
112583,46,Witchcliffe,9,SE,0,E,2,ESE
112584,46,Witchcliffe,13,W,0,E,13,W
112598,46,Witchcliffe,10,SSE,8,S,9,SE
112599,46,Witchcliffe,3,N,2,ESE,7,NW
112603,46,Witchcliffe,8,S,5,NNE,10,SSE
112604,46,Witchcliffe,10,SSE,1,ENE,9,SE
112608,46,Witchcliffe,9,SE,2,ESE,0,E
112609,46,Witchcliffe,13,W,9,SE,13,W
112611,46,Witchcliffe,0,E,9,SE,10,SSE
112619,46,Witchcliffe,14,WNW,12,SW,12,SW
112621,46,Witchcliffe,13,W,6,NNW,7,NW
112623,46,Witchcliffe,16,,15,WSW,16,
112627,46,Witchcliffe,13,W,15,WSW,13,W
112632,46,Witchcliffe,13,W,11,SSW,12,SW
112634,46,Witchcliffe,8,S,1,ENE,10,SSE
112636,46,Witchcliffe,8,S,4,NE,10,SSE
112639,46,Witchcliffe,11,SSW,13,W,11,SSW
112645,46,Witchcliffe,10,SSE,0,E,0,E
112647,46,Witchcliffe,0,E,1,ENE,13,W
112648,46,Witchcliffe,5,NNE,5,NNE,1,ENE
112663,46,Witchcliffe,8,S,14,WNW,10,SSE
112665,46,Witchcliffe,13,W,12,SW,13,W
112673,46,Witchcliffe,6,NNW,5,NNE,7,NW
112679,46,Witchcliffe,1,ENE,1,ENE,2,ESE
112680,46,Witchcliffe,6,NNW,0,E,7,NW
112686,46,Witchcliffe,3,N,1,ENE,13,W
112689,46,Witchcliffe,5,NNE,5,NNE,13,W
112690,46,Witchcliffe,12,SW,14,WNW,15,WSW
112694,46,Witchcliffe,10,SSE,0,E,13,W
112695,46,Witchcliffe,3,N,1,ENE,12,SW
112696,46,Witchcliffe,13,W,3,N,15,WSW
112700,46,Witchcliffe,5,NNE,1,ENE,13,W
112703,46,Witchcliffe,10,SSE,13,W,8,S
112705,46,Witchcliffe,1,ENE,0,E,0,E
112707,46,Witchcliffe,3,N,1,ENE,3,N
112715,46,Witchcliffe,0,E,0,E,8,S
112716,46,Witchcliffe,5,NNE,1,ENE,7,NW
112731,46,Witchcliffe,14,WNW,13,W,11,SSW
112737,46,Witchcliffe,13,W,4,NE,13,W
112739,46,Witchcliffe,8,S,0,E,7,NW
112740,46,Witchcliffe,3,N,9,SE,14,WNW
112742,46,Witchcliffe,10,SSE,11,SSW,9,SE
112744,46,Witchcliffe,10,SSE,0,E,3,N
112746,46,Witchcliffe,9,SE,0,E,14,WNW
112751,46,Witchcliffe,10,SSE,2,ESE,15,WSW
112752,46,Witchcliffe,3,N,1,ENE,2,ESE
112756,46,Witchcliffe,2,ESE,0,E,10,SSE
112759,46,Witchcliffe,4,NE,4,NE,13,W
112760,46,Witchcliffe,5,NNE,12,SW,15,WSW
112761,46,Witchcliffe,14,WNW,1,ENE,13,W
112772,46,Witchcliffe,8,S,0,E,5,NNE
112774,46,Witchcliffe,14,WNW,10,SSE,15,WSW
112775,46,Witchcliffe,14,WNW,6,NNW,13,W
112777,46,Witchcliffe,13,W,6,NNW,12,SW
112779,46,Witchcliffe,11,SSW,16,,15,WSW
112782,46,Witchcliffe,14,WNW,5,NNE,12,SW
112784,46,Witchcliffe,14,WNW,15,WSW,12,SW
112785,46,Witchcliffe,8,S,4,NE,1,ENE
112787,46,Witchcliffe,10,SSE,15,WSW,12,SW
112789,46,Witchcliffe,10,SSE,4,NE,2,ESE
112791,46,Witchcliffe,10,SSE,2,ESE,3,N
112793,46,Witchcliffe,4,NE,6,NNW,0,E
112794,46,Witchcliffe,14,WNW,5,NNE,1,ENE
112797,46,Witchcliffe,5,NNE,4,NE,16,
112798,46,Witchcliffe,3,N,1,ENE,4,NE
112801,46,Witchcliffe,14,WNW,7,NW,11,SSW
112809,46,Witchcliffe,14,WNW,1,ENE,7,NW
112810,46,Witchcliffe,15,WSW,11,SSW,15,WSW
112815,46,Witchcliffe,3,N,3,N,16,
112816,46,Witchcliffe,12,SW,16,,9,SE
112817,46,Witchcliffe,10,SSE,5,NNE,11,SSW
112819,46,Witchcliffe,0,E,1,ENE,9,SE
112822,46,Witchcliffe,4,NE,16,,4,NE
112823,46,Witchcliffe,3,N,4,NE,4,NE
112829,46,Witchcliffe,1,ENE,9,SE,1,ENE
112830,46,Witchcliffe,5,NNE,4,NE,4,NE
112831,46,Witchcliffe,5,NNE,4,NE,5,NNE
112832,46,Witchcliffe,5,NNE,4,NE,1,ENE
112833,46,Witchcliffe,1,ENE,4,NE,4,NE
112839,46,Witchcliffe,14,WNW,13,W,6,NNW
112841,46,Witchcliffe,15,WSW,3,N,12,SW
112845,46,Witchcliffe,7,NW,3,N,3,N
112846,46,Witchcliffe,7,NW,8,S,8,S
112848,46,Witchcliffe,11,SSW,3,N,8,S
112851,46,Witchcliffe,5,NNE,16,,5,NNE
112852,46,Witchcliffe,4,NE,2,ESE,5,NNE
112856,46,Witchcliffe,15,WSW,6,NNW,14,WNW
112857,46,Witchcliffe,3,N,6,NNW,13,W
112864,46,Witchcliffe,10,SSE,2,ESE,16,
112866,46,Witchcliffe,5,NNE,1,ENE,5,NNE
112867,46,Witchcliffe,1,ENE,2,ESE,2,ESE
112873,46,Witchcliffe,14,WNW,12,SW,11,SSW
112878,46,Witchcliffe,3,N,16,,11,SSW
112879,46,Witchcliffe,9,SE,16,,10,SSE
112883,46,Witchcliffe,5,NNE,16,,14,WNW
112884,46,Witchcliffe,3,N,16,,16,
112885,46,Witchcliffe,5,NNE,10,SSE,5,NNE
112887,46,Witchcliffe,6,NNW,5,NNE,3,N
112891,46,Witchcliffe,15,WSW,16,,6,NNW
112898,46,Witchcliffe,10,SSE,16,,5,NNE
112902,46,Witchcliffe,13,W,14,WNW,11,SSW
112905,46,Witchcliffe,4,NE,1,ENE,6,NNW
112906,46,Witchcliffe,15,WSW,16,,13,W
112908,46,Witchcliffe,5,NNE,9,SE,1,ENE
112910,46,Witchcliffe,12,SW,11,SSW,11,SSW
112913,46,Witchcliffe,3,N,9,SE,6,NNW
112917,46,Witchcliffe,12,SW,11,SSW,15,WSW
112932,46,Witchcliffe,12,SW,5,NNE,11,SSW
112933,46,Witchcliffe,9,SE,0,E,11,SSW
112935,46,Witchcliffe,11,SSW,9,SE,8,S
112936,46,Witchcliffe,5,NNE,0,E,6,NNW
112938,46,Witchcliffe,6,NNW,13,W,6,NNW
112947,46,Witchcliffe,8,S,7,NW,13,W
112954,46,Witchcliffe,8,S,2,ESE,8,S
112955,46,Witchcliffe,1,ENE,0,E,7,NW
112956,46,Witchcliffe,9,SE,9,SE,11,SSW
112959,46,Witchcliffe,1,ENE,4,NE,0,E
112960,46,Witchcliffe,4,NE,5,NNE,4,NE
112963,46,Witchcliffe,14,WNW,15,WSW,13,W
112965,46,Witchcliffe,7,NW,5,NNE,6,NNW
112966,46,Witchcliffe,16,,12,SW,15,WSW
112969,46,Witchcliffe,2,ESE,0,E,15,WSW
112971,46,Witchcliffe,14,WNW,13,W,13,W
112977,46,Witchcliffe,13,W,8,S,10,SSE
112981,46,Witchcliffe,1,ENE,0,E,1,ENE
112984,46,Witchcliffe,12,SW,7,NW,12,SW
112987,46,Witchcliffe,12,SW,10,SSE,8,S
112993,46,Witchcliffe,11,SSW,2,ESE,11,SSW
112995,46,Witchcliffe,11,SSW,9,SE,15,WSW
112997,46,Witchcliffe,10,SSE,0,E,12,SW
113003,46,Witchcliffe,8,S,15,WSW,8,S
113006,46,Witchcliffe,5,NNE,3,N,7,NW
113011,46,Witchcliffe,3,N,7,NW,3,N
113012,46,Witchcliffe,14,WNW,13,W,15,WSW
113015,46,Witchcliffe,9,SE,1,ENE,11,SSW
113016,46,Witchcliffe,3,N,6,NNW,0,E
113018,46,Witchcliffe,11,SSW,4,NE,12,SW
113025,46,Witchcliffe,7,NW,9,SE,6,NNW
113026,46,Witchcliffe,3,N,6,NNW,15,WSW
113037,46,Witchcliffe,10,SSE,9,SE,2,ESE
113042,46,Witchcliffe,8,S,4,NE,14,WNW
113044,46,Witchcliffe,6,NNW,0,E,14,WNW
113046,46,Witchcliffe,15,WSW,13,W,12,SW
113051,46,Witchcliffe,3,N,9,SE,7,NW
113057,46,Witchcliffe,9,SE,2,ESE,2,ESE
113060,46,Witchcliffe,11,SSW,9,SE,10,SSE
113061,46,Witchcliffe,10,SSE,12,SW,8,S
113064,46,Witchcliffe,8,S,13,W,12,SW
113065,46,Witchcliffe,15,WSW,5,NNE,15,WSW
113066,46,Witchcliffe,10,SSE,3,N,11,SSW
113070,46,Witchcliffe,10,SSE,4,NE,12,SW
113073,46,Witchcliffe,8,S,1,ENE,12,SW
113075,46,Witchcliffe,12,SW,1,ENE,8,S
113077,46,Witchcliffe,13,W,13,W,11,SSW
113079,46,Witchcliffe,1,ENE,2,ESE,10,SSE
113080,46,Witchcliffe,8,S,2,ESE,15,WSW
113095,46,Witchcliffe,15,WSW,4,NE,13,W
113106,46,Witchcliffe,1,ENE,2,ESE,16,
113107,46,Witchcliffe,9,SE,16,,12,SW
113115,46,Witchcliffe,1,ENE,1,ENE,9,SE
113117,46,Witchcliffe,3,N,0,E,5,NNE
113120,46,Witchcliffe,3,N,3,N,15,WSW
113123,46,Witchcliffe,14,WNW,16,,12,SW
113126,46,Witchcliffe,3,N,16,,0,E
113127,46,Witchcliffe,2,ESE,9,SE,0,E
113128,46,Witchcliffe,14,WNW,16,,14,WNW
113129,46,Witchcliffe,15,WSW,5,NNE,7,NW
113130,46,Witchcliffe,11,SSW,16,,10,SSE
113131,46,Witchcliffe,13,W,16,,7,NW
113134,46,Witchcliffe,2,ESE,16,,0,E
113135,46,Witchcliffe,1,ENE,16,,0,E
113137,46,Witchcliffe,12,SW,3,N,14,WNW
113144,46,Witchcliffe,1,ENE,16,,4,NE
113145,46,Witchcliffe,4,NE,1,ENE,16,
113153,46,Witchcliffe,10,SSE,16,,16,
113156,46,Witchcliffe,7,NW,5,NNE,5,NNE
113158,46,Witchcliffe,13,W,13,W,6,NNW
113165,46,Witchcliffe,10,SSE,3,N,14,WNW
113169,46,Witchcliffe,0,E,9,SE,9,SE
113179,46,Witchcliffe,11,SSW,14,WNW,13,W
113182,46,Witchcliffe,2,ESE,1,ENE,2,ESE
113189,46,Witchcliffe,7,NW,14,WNW,13,W
113191,46,Witchcliffe,13,W,15,WSW,7,NW
113196,46,Witchcliffe,6,NNW,7,NW,13,W
113205,46,Witchcliffe,15,WSW,15,WSW,14,WNW
113207,46,Witchcliffe,14,WNW,15,WSW,11,SSW
113213,46,Witchcliffe,12,SW,3,N,12,SW
113215,46,Witchcliffe,12,SW,5,NNE,12,SW
113218,46,Witchcliffe,10,SSE,3,N,13,W
113221,46,Witchcliffe,0,E,4,NE,3,N
113227,46,Witchcliffe,3,N,6,NNW,6,NNW
113238,46,Witchcliffe,6,NNW,6,NNW,5,NNE
113241,46,Witchcliffe,3,N,6,NNW,14,WNW
113242,46,Witchcliffe,12,SW,12,SW,13,W
113245,46,Witchcliffe,14,WNW,14,WNW,11,SSW
113247,46,Witchcliffe,7,NW,15,WSW,14,WNW
113248,46,Witchcliffe,13,W,14,WNW,7,NW
113250,46,Witchcliffe,14,WNW,12,SW,7,NW
113255,46,Witchcliffe,14,WNW,11,SSW,12,SW
113260,46,Witchcliffe,14,WNW,7,NW,15,WSW
113262,46,Witchcliffe,6,NNW,6,NNW,7,NW
113265,46,Witchcliffe,13,W,7,NW,6,NNW
113269,46,Witchcliffe,15,WSW,8,S,13,W
113271,46,Witchcliffe,15,WSW,11,SSW,8,S
113285,46,Witchcliffe,15,WSW,0,E,13,W
113289,46,Witchcliffe,0,E,4,NE,1,ENE
113290,46,Witchcliffe,10,SSE,3,N,12,SW
113301,46,Witchcliffe,2,ESE,2,ESE,10,SSE
113303,46,Witchcliffe,8,S,13,W,10,SSE
113307,46,Witchcliffe,8,S,1,ENE,2,ESE
113308,46,Witchcliffe,1,ENE,10,SSE,0,E
113309,46,Witchcliffe,13,W,4,NE,7,NW
113310,46,Witchcliffe,14,WNW,12,SW,15,WSW
113314,46,Witchcliffe,6,NNW,4,NE,5,NNE
113315,46,Witchcliffe,3,N,7,NW,6,NNW
113318,46,Witchcliffe,12,SW,13,W,15,WSW
113330,46,Witchcliffe,10,SSE,9,SE,15,WSW
113338,46,Witchcliffe,8,S,5,NNE,15,WSW
113339,46,Witchcliffe,11,SSW,2,ESE,15,WSW
113341,46,Witchcliffe,15,WSW,9,SE,13,W
113353,46,Witchcliffe,14,WNW,5,NNE,15,WSW
113359,46,Witchcliffe,11,SSW,0,E,11,SSW
113401,46,Witchcliffe,8,S,10,SSE,15,WSW
113406,46,Witchcliffe,14,WNW,0,E,14,WNW
113410,46,Witchcliffe,9,SE,8,S,10,SSE
113414,46,Witchcliffe,11,SSW,15,WSW,11,SSW
113416,46,Witchcliffe,15,WSW,1,ENE,12,SW
113423,46,Witchcliffe,2,ESE,8,S,8,S
113430,46,Witchcliffe,6,NNW,5,NNE,6,NNW
113431,46,Witchcliffe,15,WSW,10,SSE,11,SSW
113434,46,Witchcliffe,13,W,2,ESE,15,WSW
113437,46,Witchcliffe,3,N,7,NW,7,NW
113439,46,Witchcliffe,10,SSE,4,NE,9,SE
113440,46,Witchcliffe,10,SSE,2,ESE,12,SW
113441,46,Witchcliffe,5,NNE,16,,6,NNW
113445,46,Witchcliffe,5,NNE,4,NE,3,N
113447,46,Witchcliffe,3,N,2,ESE,4,NE
113448,46,Witchcliffe,15,WSW,1,ENE,4,NE
113451,46,Witchcliffe,7,NW,2,ESE,13,W
113455,46,Witchcliffe,15,WSW,2,ESE,15,WSW
113458,46,Witchcliffe,8,S,0,E,11,SSW
113463,46,Witchcliffe,1,ENE,9,SE,11,SSW
113464,46,Witchcliffe,7,NW,13,W,12,SW
113466,46,Witchcliffe,12,SW,9,SE,11,SSW
113471,46,Witchcliffe,2,ESE,9,SE,9,SE
